,Datetime,Class A,Class B
1094,1439497800,8128,1044
1095,1439584200,6087,1174
1096,1439670600,5647,1224
1097,1439759700,5284,1235
1098,1439844300,5635,1330
1099,1439929800,5880,1335
1100,1440016200,5910,1297
1101,1440102600,8133,1104
1102,1440189000,6071,1183
1103,1440275400,5503,1210
1104,1440361800,5541,1186
1105,1440448200,5551,1261
1106,1440534600,5858,1174
1107,1440621000,6032,1136
1108,1440707400,8405,943
1109,1440793800,6090,1208
1110,1440880200,5621,1195
1111,1440966600,5641,1310
1112,1441053000,5709,1199
1113,1441139400,5884,1169
1114,1441225800,6249,1193
1115,1441312200,8845,1109
1116,1441398600,6157,1178
1117,1441485000,5748,1169
1118,1441571400,5954,1129
1119,1441657800,5890,1129
1120,1441744200,5911,1222
1121,1441830600,5774,1157
1122,1441917000,8704,990
1123,1442003400,6349,1156
1124,1442089800,5682,1174
1125,1442176200,5781,1196
1126,1442262600,6196,1223
1127,1442349000,6264,1273
1128,1442435400,6201,1204
1129,1442521800,8691,985
1130,1442608200,6644,1122
1131,1442694600,6083,1196
1132,1442781000,6084,1231
1133,1442868300,6036,1176
1134,1442953800,6102,1189
1135,1443040200,5571,820
1136,1443126600,10246,850
1137,1443213000,5603,1059
1138,1443299400,5343,1161
1139,1443385800,5138,1009
1140,1443472200,5243,1100
1141,1443558600,5810,1247
1142,1443645000,5922,1105
1143,1443731400,7619,848
1144,1443817800,5211,1066
1145,1443904200,5138,1153
1146,1443990600,5234,1211
1147,1444077000,5386,1211
1148,1444163400,5739,1240
1149,1444249800,6050,1166
1150,1444336200,7981,1047
1151,1444422600,5323,1151
1152,1444509000,5320,1192
1153,1444595400,5007,1459
1154,1444681800,5422,1258
1155,1444768200,5393,1291
1156,1444854600,5717,1223
1157,1444941000,7108,1019
1158,1445027400,5307,1216
1159,1445113800,4939,1247
1160,1445200200,5277,1243
1161,1445286600,5254,1221
1162,1445373000,5742,1333
1163,1445459400,5184,1184
1164,1445545800,3883,600
1165,1445632200,14580,383
1166,1445718600,6396,713
1167,1445805000,5159,1229
1168,1445891400,5251,1451
1169,1445977800,5182,1298
1170,1446064200,5454,1210
1171,1446150600,5952,892
1172,1446237000,4782,1159
1173,1446323400,4892,1152
1174,1446409800,4910,1180
1175,1446496200,5039,1244
1176,1446582600,5220,1342
1177,1446669000,5612,1281
1178,1446755400,7257,1057
1179,1446841800,5020,1228
1180,1446928200,4839,1224
1181,1447014600,4845,1270
1182,1447101000,5028,1292
1183,1447187400,5345,1313
1184,1447273800,5680,1245
1185,1447360200,6949,1077
1186,1447446600,5101,1253
1187,1447533000,4879,1246
1188,1447619400,4528,1224
1189,1447705800,4921,1273
1190,1447792200,5279,1242
1191,1447878600,5594,1232
1192,1447965000,7017,1009
1193,1448051400,4923,1074
1194,1448137800,5054,1086
1195,1448224200,5061,1111
1196,1448310600,5083,1206
1197,1448397000,5320,1127
1198,1448483400,5434,1207
1199,1448569800,6329,957
1200,1448656200,4756,1000
1201,1448742600,4637,1090
1202,1448829000,4979,1208
1203,1448915400,5638,1245
1204,1449001800,5306,947
1205,1449088200,5387,1006
1206,1449174600,7395,971
1207,1449261000,4915,1195
1208,1449347400,4767,1132
1209,1449433800,4715,1163
1210,1449520200,4720,1269
1211,1449606600,5794,1245
1212,1449693000,5248,1007
1213,1449779400,5689,771
1214,1449865800,8620,800
1215,1449952200,6242,1085
1216,1450038600,5557,1407
1217,1450125000,4911,1247
1218,1450211400,5208,1292
1219,1450297800,5434,1258
1220,1450384200,5945,999
1221,1450470600,4895,1166
1222,1450557000,4909,1191
1223,1450643400,5303,1143
1224,1450729800,4941,1062
1225,1450816200,5058,1243
1226,1450902600,4204,1108
1227,1450989000,5521,899
1228,1451075400,4608,990
1229,1451161800,4823,1160
1230,1451248200,5419,1129
1231,1451334600,5233,1090
1232,1451421000,5071,1226
1233,1451507400,5024,1168
1234,1451593800,6734,993
1235,1451680200,4957,1124
1236,1451766600,4900,1290
1237,1451853000,4767,1178
1238,1451939400,4765,1222
1239,1452025800,5297,1240
1240,1452112200,5364,1227
1241,1452198600,6399,946
1242,1452285000,5056,1262
1243,1452371400,4848,1217
1244,1452457800,4952,1237
1245,1452544200,4958,1326
1246,1452630600,5335,1364
1247,1452717900,5587,1235
1248,1452803400,6871,1043
1249,1452889800,5000,1170
1250,1452976200,4922,1256
1251,1453062600,4947,1419
1252,1453149000,4888,1401
1253,1453235400,5200,1351
1254,1453321800,5355,1224
1255,1453408200,7530,1099
1256,1453494600,4897,1163
1257,1453581000,4767,1125
1258,1453667400,4887,1265
1259,1453753800,4870,1266
1260,1453840200,5273,1263
1261,1453926600,5526,1242
1262,1454013000,6929,1084
1263,1454099400,5062,1201
1264,1454185800,4828,1219
1265,1454272200,4671,1245
1266,1454358600,4820,1376
1267,1454445000,5422,1391
1268,1454531400,5574,1391
1269,1454617800,7258,1211
1270,1454704200,5107,1331
1271,1454790600,4806,1366
1272,1454877000,4765,1354
1273,1454963400,5086,1449
1274,1455049800,5839,1399
1275,1455136200,5198,1261
1276,1455222600,8254,1151
1277,1455309000,5251,1358
1278,1455395400,5013,1362
1279,1455481800,5071,1411
1280,1455568200,5056,1465
1281,1455654600,5624,1519
1282,1455741000,5752,1474
1283,1455827400,6855,1213
1284,1455913800,4905,1318
1285,1456000200,4934,1399
1286,1456086600,5103,1384
1287,1456173000,5198,1355
1288,1456259400,5522,1338
1289,1456345800,5721,1433
1290,1456432200,7027,1277
1291,1456518600,5213,1255
1292,1456605000,5100,1349
1293,1456691400,5292,1430
1294,1456777800,5208,1408
1295,1456864200,5534,1305
1296,1456950600,5832,1398
1297,1457037000,6752,1330
1298,1457123400,5215,1415
1299,1457209800,5179,1421
1300,1457297100,5279,1454
1301,1457382600,5504,1561
1302,1457469000,6061,1631
1303,1457555400,6168,1483
1304,1457641800,6519,1147
1305,1457728200,5635,1476
1306,1457814600,6462,1311
1307,1457901000,6233,1582
1308,1457987400,6355,1431
1309,1458073800,6885,1439
1310,1458160200,6349,1023
1311,1458246600,7275,843
1312,1458333000,5647,555
1313,1458419400,5922,331
1314,1458509400,6946,259
1315,1458592200,7645,381
1316,1458678600,8610,451
1317,1458765000,9122,564
1318,1458851400,11319,483
1319,1458937800,8840,632
1320,1459024200,8618,678
1321,1459110600,6954,553
1322,1459197000,6940,542
1323,1459283400,8285,705
1324,1459369800,8247,546
1325,1459456200,14015,312
1326,1459542600,6477,627
1327,1459629000,4807,841
1328,1459715400,4839,841
1329,1459801800,4931,1072
1330,1459888200,5349,1110
1331,1459974600,5393,1214
1332,1460061000,6816,1048
1333,1460147400,5187,1148
1334,1460233800,4970,1295
1335,1460320200,4900,1425
1336,1460406600,5019,1358
1337,1460493000,5164,1397
1338,1460579400,5265,1348
1339,1460665800,6816,1089
1340,1460752200,5166,1130
1341,1460838600,5010,1231
1342,1460925000,5129,1179
1343,1461011400,5250,1207
1344,1461097800,6174,1246
1345,1461184200,5815,1106
1346,1461270600,9326,860
1347,1461357000,5341,1128
1348,1461443400,5019,1209
1349,1461529800,5031,1175
1350,1461616200,5306,1221
1351,1461702600,5812,1235
1352,1461789000,5800,1155
1353,1461875400,7803,951
1354,1461961800,5456,1115
1355,1462048200,5262,1135
1356,1462134600,5371,1213
1357,1462221000,5495,1253
1358,1462307400,6274,1293
1359,1462393800,5874,1085
1360,1462480200,9165,913
1361,1462566600,5553,1121
1362,1462653000,5101,1207
1363,1462739400,5390,1311
1364,1462825800,5152,1334
1365,1462912200,5751,1399
1366,1462998600,5625,1354
1367,1463085000,7154,1067
1368,1463171400,5338,1241
1369,1463257800,5092,1213
1370,1463344200,5053,1151
1371,1463430600,5387,1285
1372,1463517000,83,15
1373,1463729100,5845,617
1374,1463776200,5763,1072
1375,1463862600,6420,953
1376,1463949000,5563,1129
1377,1464035400,5210,1241
1378,1464121800,5565,1284
1379,1464208200,5496,1200
1380,1464294600,6908,996
1381,1464381000,5241,1091
1382,1464467400,5197,1332
1383,1464553800,5251,1329
1384,1464643800,5265,1369
1385,1464726600,5284,1376
1386,1464813000,6607,1542
1387,1464899400,6585,1207
1388,1464985800,8925,1017
1389,1465072200,6294,1408
1390,1465158600,5772,1436
1391,1465245000,4832,1325
1392,1465331400,4835,1453
1393,1465417800,4725,1335
1394,1465504200,4978,1278
1395,1465590600,5438,1452
1396,1465677000,4965,1296
1397,1465763400,4933,1398
1398,1465849800,4956,1443
1399,1465936200,5003,1404
1400,1466022600,5188,1285
1401,1466109000,5510,1007
1402,1466195400,5403,1163
1403,1466281800,4731,1328
1404,1466368200,5088,1274
1405,1466454600,4846,1279
1406,1466541000,4620,1314
1407,1466627400,4664,1267
1408,1466713800,4897,1061
1409,1466800200,3618,840
1410,1466886600,4775,1396
1411,1466973000,4588,976
1412,1467059400,5231,1086
1413,1467145800,4651,1311
1414,1467232200,5011,1226
1415,1467318600,5383,1030
1416,1467405000,5366,1156
1417,1467491400,4977,1198
1418,1467577800,5368,1361
1419,1467664200,6472,1475
1420,1467750600,6910,857
1421,1467837000,7117,803
1422,1467923400,10134,783
1423,1468009800,6621,1007
1424,1468096200,5513,1204
1425,1468182600,5329,1372
1426,1468269000,5510,1395
1427,1468355400,5413,1285
1428,1468441800,5684,1380
1429,1468528200,6826,1120
1430,1468614600,5981,1210
1431,1468701000,5270,1237
1432,1468821300,3678,813
1433,1468873800,5165,1189
1434,1468960200,4731,1050
1435,1469046600,5759,1106
1436,1469133000,7636,897
1437,1469219400,6005,1113
1438,1469305800,5260,1263
1439,1469392200,5450,1107
1440,1469478600,5310,1162
1441,1469565000,6181,1305
1442,1469651400,6441,1242
1443,1469737800,5879,968
1444,1469824200,9039,958
1445,1469910600,6031,1121
1446,1469997000,5349,1245
1447,1470083400,5388,1232
1448,1470169800,5627,1380
1449,1470256200,5682,1283
1450,1470342600,7156,1052
1451,1470429000,5974,1275
1452,1470515400,5087,1226
1453,1470601800,5233,1335
1454,1470688200,5059,1280
1455,1470774600,5151,1213
1456,1470861000,5028,1198
1457,1470947400,6521,957
1458,1471033800,5396,1016
1459,1471120200,4352,997
1460,1471206600,5329,1214
1461,1471293000,5552,1259
1462,1471379400,5788,1322
1463,1471465800,5588,1241
1464,1471552200,8123,1051
1465,1471638600,6049,1187
1466,1471725000,5532,1304
1467,1471811400,5556,1214
1468,1471897800,5780,1305
1469,1471984200,5813,1384
1470,1472070600,6124,1399
1471,1472157000,8102,1107
1472,1472243400,5969,1226
1473,1472329800,5688,1276
1474,1472416200,5648,1295
1475,1472502600,5547,1272
1476,1472589000,5534,1272
1477,1472675400,5497,1282
1478,1472761800,8726,1218
1479,1472848200,6129,1225
1480,1472934600,5520,1223
1481,1473021000,5710,1236
1482,1473107400,5831,1408
1483,1473193800,6067,1412
1484,1473280200,6314,1504
1485,1473366600,7410,1090
1486,1473453000,6301,1281
1487,1473539400,5953,1243
1488,1473625800,6739,1046
1489,1473712200,6542,1174
1490,1473798600,6326,1382
1491,1473885000,6213,1449
1492,1473971400,7902,1020
1493,1474057800,6641,1295
1494,1474144200,6263,1368
1495,1474230600,6440,1437
1496,1474317000,5912,965
1497,1474403700,5099,1137
1498,1474489800,5083,1087
1499,1474576200,8010,1004
1500,1474662600,5070,1065
1501,1474749000,4886,1255
1502,1474835400,4767,1240
1503,1474921800,4859,1310
1504,1475008200,4850,1124
1505,1475094600,5120,1152
1506,1475181000,8274,1070
1507,1475267400,5770,1252
1508,1475353800,5296,1404
1509,1475440200,5365,1372
1510,1475526600,5267,1391
1511,1475613000,5436,1415
1512,1475699400,5700,1378
1513,1475785800,6504,1203
1514,1475872200,5548,1312
1515,1475958600,5408,1477
1516,1476045000,5452,1181
1517,1476131400,4018,621
1518,1476217800,9279,273
1519,1476304200,8017,692
1520,1476390600,11254,948
1521,1476477000,6090,1374
1522,1476563400,5153,1287
1523,1476649800,5178,1212
1524,1476736200,5106,1206
1525,1476822600,5401,1243
1526,1476909000,5743,1216
1527,1476995400,6415,994
1528,1477081800,5202,1110
1529,1477168200,4944,1179
1530,1477254600,4392,983
1531,1477341000,1616,417
1532,1477548600,1939,252
1533,1477600200,8332,768
1534,1477686600,5423,906
1535,1477773000,5145,937
1536,1477859400,5359,902
1537,1477945800,5473,898
1538,1478032200,5841,933
1539,1478118600,5783,887
1540,1478205000,8467,873
1541,1478291400,5437,887
1542,1478377800,5284,940
1543,1478464200,5404,933
1544,1478550600,5119,929
1545,1478637000,6229,895
1546,1478723400,6682,964
1547,1478809800,8752,721
1548,1478896200,5942,815
1549,1478982600,6145,909
1550,1479069000,6122,965
1551,1479155400,6026,1002
1552,1479241800,6315,993
1553,1479328200,6005,1182
1554,1479414600,5254,726
1555,1479501000,5032,1039
1556,1479587400,7378,791
1557,1479673800,5078,848
1558,1479760200,5323,1246
1559,1479846600,5580,1219
1560,1479933000,5407,1075
1561,1480019400,5856,827
1562,1480105800,5477,1014
1563,1480192200,5752,1225
1564,1480278600,6239,883
1565,1480365000,5150,1044
1566,1480451400,5509,952
1567,1480537800,6706,1083
1568,1480624200,11970,886
1569,1480710600,7086,1088
1570,1480797000,6256,1185
1571,1480883400,6324,1194
1572,1480969800,6556,1092
1573,1481056200,6807,1030
1574,1481142600,7432,1051
1575,1481229000,7520,957
1576,1481315400,6038,1112
1577,1481401800,5483,1290
1578,1481488200,5590,1299
1579,1481574600,5493,1338
1580,1481661000,6206,1580
1581,1481747400,6398,1472
1582,1481833800,6383,1159
1583,1481920200,9776,909
1584,1482006600,5851,1162
1585,1482093000,5573,1191
1586,1482179400,5822,1323
1587,1482265800,5279,1031
1588,1482352200,5646,1241
1589,1482438600,6856,910
1590,1482525000,5787,1063
1591,1482611400,5296,1292
1592,1482697800,5236,1542
1593,1482784200,5483,1399
1594,1482870600,5659,1577
1595,1482957000,6205,1461
1596,1483043400,6905,1259
1597,1483129800,5438,1372
1598,1483216200,5250,1277
1599,1483302600,5417,1385
1600,1483389000,5417,1262
1601,1483475400,5780,1246
1602,1483561800,5917,1323
1603,1483648200,6733,1013
1604,1483734600,5514,1196
1605,1483821000,5588,1342
1606,1483907400,5590,1296
1607,1483993800,4878,1298
1608,1484080200,5452,1411
1609,1484166600,6257,1602
1610,1484253000,7181,1257
1611,1484339400,5769,1446
1612,1484425800,5712,1595
1613,1484512200,5223,1400
1614,1484598900,3772,1022
1615,1484685000,6031,1944
1616,1484771400,6495,1922
1617,1484857800,7248,1414
1618,1484944200,6024,1511
1619,1485030600,5500,1550
1620,1485117000,5699,1647
1621,1485203400,5377,1386
1622,1485289800,5201,882
1623,1485376200,2980,514
1624,1485474300,248,65
1625,1485604800,1947,354
1626,1485635400,4758,1048
1627,1485721800,4827,986
1628,1485808200,5241,1108
1629,1485894600,5264,1210
1630,1485981000,4471,954
1631,1486067400,6442,855
1632,1486153800,4352,856
1633,1486240200,4474,846
1634,1486326600,4786,1006
1635,1486413000,4062,1021
1636,1486499400,4829,1179
1637,1486585800,5362,1127
1638,1486672200,4605,774
1639,1486758600,3599,814
1640,1486845000,3577,948
1641,1486931400,3003,570
1642,1487017800,1582,107
1643,1487104200,2423,273
1644,1487190600,1954,105
1645,1487277000,2523,90
1646,1487363400,3608,730
1647,1487449800,5318,957
1648,1487536200,5150,1089
1649,1487622600,5627,1148
1650,1487709000,5931,1252
1651,1487795400,5885,1020
1652,1487881800,7000,860
1653,1487968200,5228,909
1654,1488054600,5437,945
1655,1488141000,5513,1064
1656,1488227400,5767,1063
1657,1488313800,6280,1067
1658,1488400200,6023,983
1659,1488486600,8235,831
1660,1488573000,5778,934
1661,1488659400,5438,1003
1662,1488745800,5375,905
1663,1488832200,5875,1033
1664,1488918600,6334,1145
1665,1489005000,6601,1164
1666,1489091400,7359,1009
1667,1489177800,5788,1127
1668,1489264200,5699,1147
1669,1489350600,6155,1216
1670,1489437000,6620,1189
1671,1489523400,7543,1335
1672,1489609800,7729,1113
1673,1489696200,7748,901
1674,1489782600,7018,691
1675,1489869000,6192,488
1676,1489955400,5044,283
1677,1490041800,6795,190
1678,1490131800,7084,225
1679,1490214600,8281,280
1680,1490301000,9977,306
1681,1490387400,9066,372
1682,1490473800,9233,417
1683,1490560200,8912,550
1684,1490646600,8938,595
1685,1490733000,9076,717
1686,1490819400,9055,630
1687,1490905800,9906,584
1688,1490992200,9051,424
1689,1491078600,14440,218
1690,1491165000,6694,418
1691,1491251400,5516,658
1692,1491337800,5593,827
1693,1491424200,5912,894
1694,1491510600,7320,810
1695,1491597000,5556,963
1696,1491683400,4835,881
1697,1491769800,5806,1027
1698,1491856200,6290,1010
1699,1491942600,5681,1095
1700,1492029000,5692,1006
1701,1492115400,8243,869
1702,1492201800,5709,1012
1703,1492288200,5292,912
1704,1492374600,5701,988
1705,1492461000,5659,1177
1706,1492547400,5989,1099
1707,1492633800,6435,1068
1708,1492720200,8566,822
1709,1492806600,5888,957
1710,1492893000,5285,887
1711,1492979400,6104,1063
1712,1493065800,6796,911
1713,1493152200,6051,1087
1714,1493238600,6320,978
1715,1493325000,8846,846
1716,1493411400,4706,957
1717,1493497800,4661,919
1718,1493584200,5086,1003
1719,1493670600,5409,933
1720,1493757000,6200,1192
1721,1493843400,6425,1121
1722,1493929800,8513,824
1723,1494016200,5938,1013
1724,1494102600,5679,980
1725,1494189000,5750,991
1726,1494275400,6109,995
1727,1494361800,6587,1009
1728,1494448200,6504,988
1729,1494534600,9659,868
1730,1494621000,8260,1080
1731,1494707400,8542,1353
1732,1494793800,6273,1110
1733,1494880200,6528,1123
1734,1494966600,6805,1182
1735,1495053000,6372,1062
1736,1495139400,8740,653
1737,1495225800,6402,853
1738,1495312200,5576,948
1739,1495398600,5775,896
1740,1495485000,6068,974
1741,1495571400,6383,1034
1742,1495657800,6550,1032
1743,1495744200,8442,758
1744,1495830600,5575,911
1745,1495917000,5129,975
1746,1496003400,5333,1014
1747,1496089800,5348,1060
1748,1496176200,5607,1038
1749,1496262600,6104,1112
1750,1496349000,6000,818
1751,1496435400,6124,962
1752,1496521800,4902,802
1753,1496608200,7187,652
1754,1496694600,5807,847
1755,1496781000,5414,908
1756,1496867400,5657,905
1757,1496953800,6112,780
1758,1497040200,5847,887
1759,1497126600,5435,836
1760,1497213000,5677,969
1761,1497299400,5156,880
1762,1497385800,5303,1008
1763,1497472200,5592,946
1764,1497558600,6456,730
1765,1497645000,5656,856
1766,1497731400,5251,931
1767,1497817800,5707,928
1768,1497904200,5558,929
1769,1497990600,5819,937
1770,1498077000,3653,613
1771,1498225752,2741,255
1772,1498249800,6259,814
1773,1498336200,6601,859
1774,1498422600,7383,568
1775,1498509000,9935,546
1776,1498595400,7518,752
1777,1498681800,6497,857
1778,1498768200,8293,670
1779,1498854600,6901,830
1780,1498941000,6028,879
1781,1499027400,6027,888
1782,1499113800,6155,973
1783,1499200200,6290,1035
1784,1499286600,6500,1018
1785,1499373000,8302,846
1786,1499459400,6525,967
1787,1499545800,5982,969
1788,1499632200,6174,936
1789,1499718600,6010,958
1790,1499805000,6261,1029
1791,1499891400,6429,1034
1792,1499977800,8280,838
1793,1500064200,6664,874
1794,1500150600,6015,921
1795,1500237000,6270,1026
1796,1500323400,6418,1017
1797,1500409800,6956,1072
1798,1500496200,6718,928
1799,1500582600,9919,793
1800,1500669000,6720,870
1801,1500755400,5968,896
1802,1500841800,6162,984
1803,1500928200,6223,886
1804,1501014600,6430,968
1805,1501101000,6547,950
1806,1501187400,8620,684
1807,1501273800,6673,849
1808,1501360200,6150,897
1809,1501446600,6158,928
1810,1501533000,6083,953
1811,1501619400,6444,1031
1812,1501705800,6547,968
1813,1501792200,8942,750
1814,1501878600,6634,864
1815,1501965000,6060,915
1816,1502051400,6034,954
1817,1502137800,6304,1048
1818,1502224200,6530,1033
1819,1502314200,6576,942
1820,1502397000,9169,802
1821,1502483400,6716,877
1822,1502569800,6134,917
1823,1502656200,6324,1038
1824,1502742600,6299,1037
1825,1502829000,6082,981
1826,1502915400,6600,977
1827,1503001800,8874,793
1828,1503088200,6700,958
1829,1503174600,5920,915
1830,1503261000,6050,929
1831,1503347400,6100,912
1832,1503433800,6351,952
1833,1503520200,6765,946
1834,1503606600,9084,670
1835,1503693000,6769,852
1836,1503779400,6124,883
1837,1503865800,6216,1028
1838,1503952200,6453,996
1839,1504038600,6645,1071
1840,1504125000,6639,898
1841,1504211400,9087,633
1842,1504297800,7056,789
1843,1504384200,6322,966
1844,1504470600,6630,975
1845,1504557000,6858,980
1846,1504643400,7569,974
1847,1504729800,8536,1087
1848,1504816200,7993,763
1849,1504902600,10093,629
1850,1504989000,7037,753
1851,1505075400,6809,942
1852,1505161800,6899,1111
1853,1505248200,8147,1281
1854,1505334600,7305,1085
1855,1505421000,9269,794
1856,1505507400,7226,897
1857,1505593800,6707,997
1858,1505680200,6967,1065
1859,1505766600,7231,999
1860,1505853000,7059,1022
1861,1505939400,6971,1070
1862,1506026100,8519,734
1863,1506112200,6248,889
1864,1506198600,6193,892
1865,1506285000,5848,988
1866,1506371400,5835,1066
1867,1506457800,6376,1150
1868,1506544200,6714,991
1869,1506630600,5859,755
1870,1506717000,4730,379
1871,1506803400,17679,353
1872,1506889800,6894,580
1873,1507038013,1654,317
1874,1507062600,6029,1106
1875,1507149000,6152,997
1876,1507235400,7148,848
1877,1507321800,5647,873
1878,1507408200,5497,1070
1879,1507494600,5571,1470
1880,1507581000,5429,1443
1881,1507667400,5549,1416
1882,1507753800,6636,957
1883,1507840200,5639,1149
1884,1507926600,5476,1611
1885,1508013000,5483,1555
1886,1508099400,5097,1330
1887,1508185800,5533,1508
1888,1508272200,6197,1576
1889,1508358600,8144,1466
1890,1508445000,5628,972
1891,1508531400,5264,1476
1892,1508617800,5434,1377
1893,1508704200,5332,1301
1894,1508790600,5242,1286
1895,1508877000,5562,1318
1896,1508963400,8211,1246
1897,1509049800,5962,1094
1898,1509136200,5648,1546
1899,1509222600,5418,1460
1900,1509309000,5435,1413
1901,1509395400,5542,1361
1902,1509481800,5843,1414
1903,1509568200,6773,913
1904,1509654600,4276,766
1905,1509741000,3879,950
1906,1509827400,3582,798
1907,1509913800,4419,1178
1908,1510000200,4741,1083
1909,1510086600,7811,1072
1910,1510173000,9218,725
1911,1510259400,10022,808
1912,1510345800,5996,959
1913,1510432200,5869,1154
1914,1510518600,6007,1122
1915,1510605000,6123,1226
1916,1510691400,6761,1333
1917,1510777800,7016,1170
1918,1510864200,8620,817
1919,1510950600,5374,914
1920,1511037000,7306,774
1921,1511123400,7257,1068
1922,1511209800,6291,1180
1923,1511296200,6391,1205
1924,1511382600,5891,1114
1925,1511469000,6009,951
1926,1511555400,5124,1057
1927,1511641800,6112,1139
1928,1511728200,6080,1054
1929,1511814600,5971,1103
1930,1511901000,5313,1226
1931,1511987400,5670,986
1932,1512073800,7200,817
1933,1512160200,5728,1020
1934,1512246600,5853,989
1935,1512333000,6137,1004
1936,1512419400,7021,1093
1937,1512505800,6814,935
1938,1512592200,6610,991
1939,1512678600,9291,762
1940,1512765000,5528,938
1941,1512851400,5984,1004
1942,1512937800,6037,1195
1943,1513024200,5967,1098
1944,1513110600,6237,1163
1945,1513197000,6214,1089
1946,1513283400,7691,895
1947,1513369800,5666,1032
1948,1513456200,5755,1082
1949,1513542600,5819,1172
1950,1513629000,6171,1243
1951,1513715400,7022,1250
1952,1513801800,7039,1057
1953,1513888200,8799,743
1954,1513974600,5856,1003
1955,1514061000,5975,1114
1956,1514147400,5731,1100
1957,1514233800,5417,1068
1958,1514320200,5768,1221
1959,1514406600,3665,679
1960,1514493000,5910,467
1961,1514579400,4257,902
1962,1514665800,4680,993
1963,1514752200,5585,1076
1964,1514838600,5838,1262
1965,1514925000,6141,1230
1966,1515011400,6508,1037
1967,1515097800,7013,769
1968,1515184200,4674,1144
1969,1515270600,4055,1293
1970,1515357000,3728,1281
1971,1515443400,3815,1391
1972,1515529800,4009,1447
1973,1515616200,4023,1270
1974,1515702600,4807,1158
1975,1515789000,3926,1215
1976,1515875400,3874,1287
1977,1515961800,4724,1211
1978,1516048200,5317,1085
1979,1516134600,6170,1155
1980,1516221000,6631,1064
1981,1516307400,6929,886
1982,1516393800,5288,897
1983,1516480200,5173,955
1984,1516566600,5726,1025
1985,1516653000,6006,1124
1986,1516739400,6483,1106
1987,1516825800,7320,1243
1988,1516912200,7448,903
1989,1516998600,3831,891
1990,1517085000,3626,811
1991,1517171400,3365,961
1992,1517257800,3773,961
1993,1517344200,3887,1029
1994,1517430600,4578,1021
1995,1517517000,6362,876
1996,1517603400,5133,969
1997,1517689800,5150,1018
1998,1517776200,5966,1219
1999,1517862600,5984,1182
2000,1517949000,6481,1252
2001,1518035400,7115,1179
2002,1518121800,7969,905
2003,1518208200,5810,993
2004,1518294600,8092,933
2005,1518381000,6302,1067
2006,1518467400,5596,1112
2007,1518553800,5518,1030
2008,1518640200,4192,931
2009,1518726600,6542,787
2010,1518813000,5575,1096
2011,1518899400,5997,1060
2012,1518985800,5168,1019
2013,1519072200,5381,932
2014,1519158600,5265,1114
2015,1519245000,5542,1097
2016,1519331400,5529,956
2017,1519417800,5467,1020
2018,1519504200,4174,863
2019,1519590600,4538,968
2020,1519677000,5463,1235
2021,1519763400,5348,1134
2022,1519849800,5349,1101
2023,1519936200,4800,929
2024,1520022600,3813,1410
2025,1520109000,3682,1448
2026,1520195400,3773,1556
2027,1520281800,3991,1605
2028,1520368200,4126,1625
2029,1520454600,4470,1670
2030,1520541000,5292,1329
2031,1520627400,4249,1483
2032,1520713800,4156,1554
2033,1520800200,4425,1633
2034,1520886600,4082,1672
2035,1520973000,4549,1673
2036,1521059400,4797,1583
2037,1521145800,4506,1420
2038,1521232200,4840,1371
2039,1521318600,5236,1152
2040,1521405000,5369,857
2041,1521491400,4329,471
2042,1521577800,4890,228
2043,1521667800,5726,218
2044,1521750600,6364,204
2045,1521837000,7547,279
2046,1521923400,6866,376
2047,1522009800,6619,444
2048,1522096200,6708,565
2049,1522182600,6853,540
2050,1522269000,6647,612
2051,1522355400,7309,609
2052,1522441800,7080,501
2053,1522528200,6439,355
2054,1522614600,8561,243
2055,1522701000,5219,465
2056,1522787400,4403,812
2057,1522873800,2730,214
2058,1522963500,8551,427
2059,1523046600,8659,906
2060,1523133000,7757,854
2061,1523219400,7852,621
2062,1523305800,7310,739
2063,1523392200,7415,662
2064,1523478600,8572,755
2065,1523565000,9867,1044
2066,1523651400,5053,346
2067,1523899800,503,156
2068,1523910600,5406,1544
2069,1523997000,6038,1701
2070,1524083400,6179,1589
2071,1524169800,8254,1220
2072,1524256200,6027,1497
2073,1524342600,5406,1432
2074,1524429000,5565,1587
2075,1524515400,5921,1635
2076,1524601800,6258,1759
2077,1524688200,6587,1659
2078,1524774600,8548,1354
2079,1524861000,6259,1523
2080,1524947400,5883,1641
2081,1525033800,6431,1766
2082,1525120200,6774,1592
2083,1525206600,7151,1369
2084,1525293000,7107,1497
2085,1525379400,10868,1203
2086,1525465800,6619,1474
2087,1525552200,6110,1510
2088,1525638600,6260,1667
2089,1525725000,5809,1634
2090,1525811400,6639,1855
2091,1525897800,6759,1650
2092,1525984200,9621,1281
2093,1526070600,6372,1425
2094,1526157000,6096,1562
2095,1526243400,6391,1564
2096,1526329800,6588,1641
2097,1526416200,6816,1727
2098,1526502600,5839,1647
2099,1526589000,6547,1246
2100,1526675400,5739,1448
2101,1526761800,5423,1460
2102,1526848200,5520,1528
2103,1526934600,5662,1238
2104,1527021000,5133,837
2105,1527107400,5894,704
2106,1527193800,6807,507
2107,1527280200,5569,424
2108,1527366600,5216,368
2109,1527453000,3506,282
2110,1527539400,5359,405
2111,1527625800,5845,563
2112,1527712200,6048,691
2113,1527798600,6797,907
2114,1527885000,6422,1435
2115,1527971400,6428,1496
2116,1528057800,5737,1425
2117,1528144200,5605,1434
