,Datetime,Class A,Class B
378,1374093000,5022,875
379,1374179400,5964,748
380,1374265800,5316,820
381,1374352200,4866,864
382,1374438600,4820,871
383,1374525000,3110,617
384,1374611400,4861,939
385,1374697800,5032,954
386,1374784200,5625,799
387,1374870600,5183,886
388,1374957000,4486,921
389,1375043400,4709,945
390,1375129800,4366,708
391,1375216200,4845,742
392,1375302600,4405,911
393,1375389000,5426,871
394,1375475400,4551,730
395,1375561800,2514,452
396,1375659000,1281,237
397,1375772400,1936,380
398,1375858800,3336,546
399,1375907400,5122,827
400,1375993800,6259,511
401,1376080200,7328,423
402,1376325000,712,117
403,1376339400,5422,946
404,1376425800,5718,872
405,1376512200,5889,938
406,1376598600,7870,810
407,1376685000,5987,852
408,1376771400,5475,976
409,1376857800,5533,907
410,1376944200,5549,979
411,1377030600,5356,947
412,1377117000,6016,907
413,1377203400,8564,761
414,1377289800,6097,765
415,1377376200,5594,865
416,1377462600,5900,924
417,1377549000,5725,962
418,1377635400,6173,955
419,1377721800,6146,953
420,1377808200,8411,823
421,1377894600,6291,914
422,1377981000,5839,949
423,1378067400,6954,877
424,1378153800,6096,919
425,1378240200,6104,939
426,1378326600,6047,977
427,1378413000,8377,840
428,1378499400,6388,848
429,1378585800,5980,974
430,1378672200,6033,986
431,1378758600,6026,981
432,1378845000,5993,951
433,1378931400,6162,927
434,1379017800,8632,822
435,1379104200,6359,867
436,1379190600,6021,1020
437,1379277000,5975,993
438,1379363400,6036,1036
439,1379449800,6439,972
440,1379536200,6689,951
441,1379622600,9286,870
442,1379709000,7216,919
443,1379795400,5881,938
444,1379881800,5253,979
445,1379968200,5238,982
446,1380054600,5273,970
447,1380141000,5521,1001
448,1380227400,8038,858
449,1380313800,5430,891
450,1380400200,5041,952
451,1380486600,5294,972
452,1380573000,5182,959
453,1380659400,5634,1048
454,1380745800,5883,1022
455,1380832200,7959,840
456,1380918600,5382,933
457,1381005000,5076,984
458,1381091400,5210,944
459,1381177800,4935,923
460,1381264200,5774,998
461,1381350600,5895,1010
462,1381437000,7708,870
463,1381523400,5330,910
464,1381609800,5241,1017
465,1381696200,5433,1046
466,1381782600,6029,1045
467,1381869000,5565,797
468,1381955400,5919,792
469,1382041800,9785,838
470,1382128200,6046,912
471,1382214600,5191,915
472,1382301000,5361,876
473,1382387400,1131,274
474,1382473800,6148,970
475,1382560200,5256,790
476,1382646600,8579,760
477,1382733000,5122,792
478,1382819400,5313,902
479,1382905800,5271,938
480,1382992200,5353,983
481,1383078600,5576,1015
482,1383165000,6024,934
483,1383251400,7549,801
484,1383337800,5126,868
485,1383424200,5148,944
486,1383510600,5310,912
487,1383597000,5250,936
488,1383683400,5500,935
489,1383769800,5597,942
490,1383856200,6437,821
491,1383942600,5249,909
492,1384029000,5094,969
493,1384115400,5247,1033
494,1384201800,5649,1039
495,1384288200,3744,350
496,1384374600,7279,112
497,1384461000,12373,269
498,1384547400,5580,698
499,1384633800,5054,899
500,1384720200,4647,893
501,1384806600,5011,863
502,1384893000,4814,1033
503,1384979400,4695,1125
504,1385065800,5033,872
505,1385152200,4825,998
506,1385238600,4617,1084
507,1385325000,4753,1237
508,1385411400,5186,1295
509,1385497800,5313,1251
510,1385584200,5616,1278
511,1385670600,6520,960
512,1385757000,5107,1074
513,1385843400,4894,1207
514,1385929800,5099,1206
515,1386016200,5091,1325
516,1386102600,5432,1252
517,1386189000,4745,1069
518,1386275400,6549,1050
519,1386361800,4913,1121
520,1386448200,3734,1021
521,1386534600,4354,1165
522,1386621000,4967,1366
523,1386707400,4771,1628
524,1386793800,5039,1373
525,1386880200,6239,1109
526,1386966600,4780,1107
527,1387053000,4770,1283
528,1387139400,4589,1396
529,1387225800,4506,1528
530,1387312200,5099,1591
531,1387398600,5475,1537
532,1387485000,5710,1241
533,1387571400,4727,1265
534,1387657800,4480,1336
535,1387744200,5428,1097
536,1387830600,4366,1268
537,1387917000,4834,1481
538,1388003400,4212,1678
539,1388089800,4748,1383
540,1388176200,4465,1442
541,1388262600,4531,1490
542,1388349000,4795,1590
543,1388435400,5296,1637
544,1388521800,4249,1122
545,1388608200,4361,1052
546,1388694600,8794,1288
547,1388781000,5914,1530
548,1388867400,5237,1460
549,1388953800,4113,1149
550,1389040200,3226,1101
551,1389126600,4210,1154
552,1389213000,4661,1357
553,1389299400,5044,1112
554,1389385800,4262,1253
555,1389472200,3776,1073
556,1389558600,4446,1233
557,1389645000,4774,1316
558,1389731400,5223,1383
559,1389817800,5332,1290
560,1389904200,5507,1156
561,1389990600,3765,1002
562,1390077000,4752,876
563,1390163400,5074,1168
564,1390249800,5005,1320
565,1390336200,5372,1315
566,1390422600,5322,1325
567,1390509000,6536,1168
568,1390595400,5303,1333
569,1390681800,4952,1317
570,1390768200,5276,1280
571,1390854600,5252,1411
572,1390941000,5500,1377
573,1391027400,5510,1427
574,1391113800,6888,1122
575,1391200200,5309,1302
576,1391286600,4166,1235
577,1391373000,4053,1059
578,1391459400,2949,970
579,1391545800,4062,992
580,1391632200,4556,1086
581,1391718600,5556,1135
582,1391805000,4949,1144
583,1391891400,4857,1308
584,1391977800,5504,1329
585,1392064200,4948,1181
586,1392150600,5349,1290
587,1392237000,5319,1389
588,1392323400,6774,1480
589,1392409800,5144,1481
590,1392496200,4911,1525
591,1392582600,4955,1396
592,1392669000,5266,1402
593,1392755400,5544,1552
594,1392841800,5431,1493
595,1392928200,6044,1452
596,1393014600,4875,1479
597,1393101000,5146,1596
598,1393187400,5187,1474
599,1393273800,5197,1611
600,1393360200,3380,1154
601,1393446600,6099,1548
602,1393533000,6767,1333
603,1393619400,5554,1189
604,1393705800,5254,1357
605,1393792200,5191,1316
606,1393878600,5278,1367
607,1393965000,5771,1466
608,1394051400,6173,1489
609,1394137800,7307,1297
610,1394224200,5553,1353
611,1394310600,5472,1379
612,1394397000,5341,1439
613,1394483400,5591,1552
614,1394569800,5074,1388
615,1394656200,6319,1381
616,1394742600,6829,1513
617,1394829000,5603,1469
618,1394915400,5804,1566
619,1395001800,6667,1477
620,1395088200,6682,1082
621,1395174600,6522,546
622,1395261000,5500,330
623,1395347400,6087,252
624,1395433800,6205,265
625,1395520200,6072,436
626,1395606600,7973,771
627,1395693000,7848,737
628,1395779400,8246,880
629,1395865800,8853,893
630,1395952200,9825,876
631,1396038600,8794,854
632,1396125000,6044,615
633,1396237500,6893,716
634,1396297800,7949,642
635,1396384200,8847,426
636,1396470600,10368,473
637,1396557000,9888,531
638,1396643400,5631,956
639,1396729800,2643,648
640,1396841400,3992,935
641,1396902600,5283,1510
642,1396989000,5319,1420
643,1397075400,5704,1376
644,1397161800,7051,1126
645,1397248200,5388,1398
646,1397334600,2726,777
647,1397485800,1327,357
648,1397507400,1934,746
649,1397881800,4198,1009
650,1397939400,5131,1468
651,1398025800,5062,1486
652,1398112200,5046,1497
653,1398198600,5167,1425
654,1398285000,4922,1422
655,1398371400,7605,1117
656,1398457800,4814,1278
657,1398544200,4987,1418
658,1398630600,4893,1444
659,1398717000,5195,1560
660,1398803400,5625,1476
661,1398889800,5414,1571
662,1398976200,7914,1170
663,1399062600,3161,821
664,1399158000,4897,1296
665,1399235400,5204,1497
666,1399321800,5420,1530
667,1399408200,5709,1472
668,1399494600,5941,1469
669,1399581000,7937,1138
670,1399667400,5521,1284
671,1399753800,5215,1343
672,1399840200,5838,1551
673,1399926600,6456,1197
674,1400013000,5582,1277
675,1400099400,5676,1305
676,1400185800,7800,1157
677,1400272200,5538,1245
678,1400358600,5265,1229
679,1400445000,5269,1442
680,1400531400,5117,1474
681,1400617800,5472,1396
682,1400704200,5686,1386
683,1400790600,7524,1110
684,1400877000,5337,1306
685,1400963400,5033,1471
686,1401049800,5555,1457
687,1401136200,5062,1071
688,1402385400,3140,645
689,1402432200,5718,1218
690,1402518600,6309,1334
691,1402605000,7343,961
692,1402691400,5267,1029
693,1402777800,4708,1009
694,1402864200,5772,1175
695,1402950600,5806,1551
696,1403037000,5995,1230
697,1403123400,6125,1167
698,1403209800,7338,824
699,1403296200,6665,1063
700,1403382600,5825,1140
701,1403469000,5550,1214
702,1403555400,6294,1306
703,1403641800,6414,1397
704,1403728200,6448,1668
705,1403814600,9436,855
706,1403901000,6824,1143
707,1403987400,4726,1122
708,1404073800,4933,1219
709,1404160200,4928,1131
710,1404246600,4948,1221
711,1404333000,5134,1218
712,1404419400,6066,950
713,1404505800,5549,1079
714,1404592200,4899,1166
715,1404678600,5095,1125
716,1404765000,5326,1141
717,1404851400,4806,1106
718,1404937800,4219,837
719,1405024200,5850,838
720,1405110600,4431,844
721,1405197000,4771,1048
722,1405283400,4884,987
723,1405369800,4944,1075
724,1405456200,5162,1135
725,1405542600,4945,1102
726,1405629000,4227,914
727,1405715400,5899,630
728,1405801800,5252,888
729,1405888200,4794,1061
730,1405974600,5228,1169
731,1406061000,5145,1206
732,1406147400,5121,1152
733,1406233800,5086,845
734,1406320200,4880,990
735,1406406600,5192,1358
736,1406493000,6179,1196
737,1406579400,8569,766
738,1406665800,7822,668
739,1406752200,6644,792
740,1406838600,10914,975
741,1406925000,7714,1095
742,1407011400,6179,1260
743,1407097800,5705,1086
744,1407184200,6035,1299
745,1407270600,6011,1251
746,1407357000,6397,1281
747,1407443400,8375,1017
748,1407529800,5991,1119
749,1407616200,5663,1174
750,1407702600,5421,1265
751,1407789000,5456,1223
752,1407875400,5604,1348
753,1407961800,5848,1289
754,1408048200,9544,1011
755,1408134600,5539,1060
756,1408221000,6306,1330
757,1408307400,4857,1163
758,1408393800,6576,1429
759,1408480200,5810,1289
760,1408566600,6357,1144
761,1408653900,9367,1127
762,1408739400,6250,1346
763,1408825800,5859,1176
764,1408912200,5425,1470
765,1408998600,4988,1143
766,1409085000,5571,1174
767,1409171400,6786,1238
768,1409257800,8648,1014
769,1409344200,5917,1023
770,1409430600,5489,1128
771,1409517000,4977,1091
772,1409603400,5930,1176
773,1409689800,5508,1218
774,1409776200,6088,1255
775,1409862600,6243,858
776,1409949000,6553,1152
777,1410035400,5875,1130
778,1410121800,6263,1182
779,1410208200,4528,989
780,1410294600,7178,1571
781,1410381000,5804,1569
782,1410467400,8861,1566
783,1410553800,5672,1203
784,1410640200,6089,1295
785,1410726600,6394,1340
786,1410813000,6797,1277
787,1410899400,6849,1302
788,1410985800,4959,1041
789,1411072200,8056,850
790,1411158600,6813,1037
791,1411245000,6589,1339
792,1411331400,6150,1118
793,1411417800,4970,1125
794,1411504200,4987,1200
795,1411590600,6426,1361
796,1411677000,8558,1009
797,1411763400,5356,1217
798,1411849800,3641,760
799,1411936200,3924,933
800,1412022600,5169,1322
801,1412109000,5898,1379
802,1412195400,4355,777
803,1412281800,2598,118
804,1412368200,1632,134
805,1412454600,2942,1285
806,1412541000,4167,1233
807,1412627400,4265,1174
808,1412713800,4400,1097
809,1412800200,4338,1165
810,1412886600,4376,1755
811,1412973000,2452,740
812,1413059400,1339,376
813,1413182700,5498,801
814,1413232200,5071,1463
815,1413318600,4969,2075
816,1413405000,6352,2476
817,1413491400,7193,1229
818,1413577800,3380,798
819,1413664200,4273,1253
820,1413750600,4793,1310
821,1413837000,4852,1451
822,1413923400,4694,1461
823,1414009800,5424,1909
824,1414103400,5172,2719
825,1414182600,4448,1699
826,1414269000,4348,1815
827,1414355400,4211,1783
828,1414441800,4053,1666
829,1414528200,5337,1820
830,1414614600,5412,1475
831,1414701000,3790,833
832,1414787400,5247,1244
833,1414873800,5592,1192
834,1414960200,5799,481
835,1415046600,9526,190
836,1415133000,5942,580
837,1415219400,5968,1203
838,1415305800,7446,1025
839,1415392200,5797,1388
840,1415478600,5339,1562
841,1415565000,5075,1438
842,1415651400,5160,1548
843,1415737800,5278,1585
844,1415824200,5720,1638
845,1415910600,4799,1398
846,1415997000,4365,1352
847,1416083400,3821,1265
848,1416169800,3497,1160
849,1416256200,4925,1463
850,1416342600,5787,1322
851,1416429000,5619,1610
852,1416515400,7023,1179
853,1416601800,4741,1426
854,1416688200,4386,1026
855,1416774600,3910,1291
856,1416861000,4636,1399
857,1416947400,5195,1465
858,1417033800,6042,1499
859,1417120200,7037,1202
860,1417206600,5201,1495
861,1417293000,5257,1548
862,1417379400,5113,1574
863,1417465800,5368,1536
864,1417552200,5666,1612
865,1417638600,5765,1596
866,1417725000,6630,1344
867,1417811400,5168,1551
868,1417897800,5055,1548
869,1417984200,4467,1309
870,1418070600,4855,1504
871,1418157000,5379,1561
872,1418243400,5464,1396
873,1418329800,4918,1464
874,1418416200,8834,1122
875,1418502600,4977,1398
876,1418589000,4878,1548
877,1418675400,4365,1392
878,1418761800,5064,1807
879,1418848200,5818,1310
880,1418934600,5269,962
881,1419021000,5314,1513
882,1419107400,6712,1201
883,1419193800,4747,1098
884,1419280200,5516,1058
885,1419366600,6592,1222
886,1419453000,6677,1430
887,1419539400,6935,1310
888,1419625800,4929,1309
889,1419712200,5286,1364
890,1419798600,5085,1307
891,1419885000,4770,1495
892,1419971400,4875,1203
893,1420057800,4262,1020
894,1420144200,6008,890
895,1420230600,5220,1429
896,1420317000,5060,1261
897,1420403400,5383,1445
898,1420489800,5205,1514
899,1420576200,5611,1404
900,1420662600,4975,1612
901,1420749000,6204,992
902,1420835400,5202,1176
903,1420921800,4318,1227
904,1421008200,3413,824
905,1421094600,3944,1075
906,1421181000,5730,1463
907,1421267400,4951,1093
908,1421353800,6629,1171
909,1421440200,5227,1374
910,1421526600,5252,1354
911,1421613000,4715,1264
912,1421699400,2737,647
913,1421785800,4883,1037
914,1421872200,3765,593
915,1421958600,7233,1100
916,1422045000,5315,1360
917,1422131400,4148,1020
918,1422217800,3348,990
919,1422304200,4371,1104
920,1422390600,4406,1014
921,1422477000,6027,1659
922,1422563400,7446,1316
923,1422649800,5307,1511
924,1422736200,1838,642
925,1424516921,737,73
926,1424550600,4310,907
927,1424637000,5162,1460
928,1424723400,5241,1411
929,1424809800,5788,1430
930,1424896200,5725,1313
931,1424982600,6584,1207
932,1425069000,5374,1346
933,1425155400,5192,1379
934,1425241800,5582,1525
935,1425328200,5620,1514
936,1425414600,5766,1619
937,1425501000,6179,1613
938,1425587400,6991,1262
939,1425673800,5454,1434
940,1425760200,5659,1456
941,1425846600,5540,1622
942,1425933000,4772,1275
943,1426019400,5868,1471
944,1426105800,6156,1429
945,1426192200,6826,1332
946,1426278600,5817,1558
947,1426365000,6001,1622
948,1426451400,6480,1712
949,1426537800,6741,1406
950,1426624200,7079,1140
951,1426710600,6721,714
952,1426797000,5751,416
953,1426883400,5734,212
954,1426973400,6475,227
955,1427056200,7202,337
956,1427142600,8824,372
957,1427229000,8047,425
958,1427431800,9660,482
959,1427488200,8941,639
960,1427574600,8358,829
961,1427661000,8166,961
962,1427747400,8589,836
963,1427833800,8408,461
964,1427920200,10653,283
965,1428006600,12981,332
966,1428093000,5888,728
967,1428179400,5172,1085
968,1428265800,4967,1360
969,1428352200,5233,1342
970,1428438600,1298,365
971,1428525000,5588,1302
972,1428611400,2573,697
973,1428786600,3850,890
974,1428870600,4767,1334
975,1428957000,5231,1371
976,1429043400,5562,1339
977,1429129800,5765,1326
978,1429216200,3681,819
979,1429304400,5078,1327
980,1429389000,5224,1386
981,1429475400,5078,1394
982,1429561800,5036,1369
983,1429648200,5602,1482
984,1429734600,5626,1437
985,1429821000,8268,1092
986,1429907400,5351,1210
987,1429993800,5017,1398
988,1430080200,5161,1419
989,1430166600,5506,1338
990,1430253000,6216,1532
991,1430339400,6587,1471
992,1430425800,6711,1151
993,1430512200,10154,1113
994,1430598600,5592,1371
995,1430685000,5262,1254
996,1430771400,5433,1314
997,1430857800,5686,1380
998,1430944200,5702,1311
999,1431030600,154,38
1000,1431238500,3672,938
1001,1431289800,5236,1406
1002,1431376200,5328,1450
1003,1431462600,5866,1497
1004,1431549000,6405,1614
1005,1431635400,6322,1157
1006,1431721800,9894,1109
1007,1431808200,589,154
1008,1431967500,582,215
1009,1431981000,4317,1024
1010,1432067400,5146,1210
1011,1432153800,5331,1134
1012,1432240200,6924,911
1013,1432326600,4922,1087
1014,1432413000,4547,996
1015,1432499400,4864,1115
1016,1432585800,4992,1266
1017,1432672200,5028,1332
1018,1432758600,5214,1092
1019,1432845000,6643,1012
1020,1432931400,5148,990
1021,1433017800,4809,1190
1022,1433104200,5053,1282
1023,1433190600,6220,1294
1024,1433277000,5427,1060
1025,1433363400,5678,877
1026,1433449800,9392,838
1027,1433536200,5655,1055
1028,1433622600,4997,1146
1029,1433709000,5105,1282
1030,1433795400,5447,1372
1031,1433881800,5639,1300
1032,1433968200,4935,1195
1033,1434054600,7464,945
1034,1434141000,5538,1161
1035,1434227400,4920,1222
1036,1434313800,5453,1180
1037,1434400200,5410,1223
1038,1434486600,6042,1169
1039,1434573000,4828,1201
1040,1434659400,4807,1065
1041,1434745800,5085,1063
1042,1434832200,4248,1062
1043,1434918600,4629,1206
1044,1435005000,4496,1136
1045,1435091400,4634,1101
1046,1435177800,4881,1190
1047,1435264200,6112,1008
1048,1435350600,5503,1164
1049,1435437000,4962,1142
1050,1435523400,4838,1215
1051,1435609800,4756,1240
1052,1435696200,5060,1335
1053,1435782600,5250,1315
1054,1435869000,5899,1124
1055,1435955400,5381,1291
1056,1436041800,4777,1300
1057,1436128200,4072,1230
1058,1436214600,4898,1338
1059,1436301000,3696,963
1060,1436387400,3205,740
1061,1436483700,5346,966
1062,1436560200,5512,1371
1063,1436646600,4695,1278
1064,1436819400,4443,1248
1065,1436905800,5265,1295
1066,1437078600,5231,934
1067,1437165000,6157,694
1068,1437251400,10027,787
1069,1437337800,6040,1035
1070,1437424200,5712,1184
1071,1437510600,5661,1320
1072,1437597000,5662,1261
1073,1437683400,7270,1135
1074,1437769800,5861,1452
1075,1437856200,5484,1435
1076,1437942600,5628,1437
1077,1438029000,5596,1369
1078,1438115400,5837,1317
1079,1438201800,5739,1311
1080,1438288200,8272,987
1081,1438374600,6105,1182
1082,1438461000,5289,1274
1083,1438547400,5416,1318
1084,1438633800,5643,1363
1085,1438720200,5919,1312
1086,1438806600,5871,1328
1087,1438893000,8193,1050
1088,1438979400,6172,1223
1089,1439065800,5598,1248
1090,1439152200,5891,1340
1091,1439238600,6422,1157
1092,1439325000,5885,1248
1093,1439411400,5609,1234
