,Datetime,Class A,Class B
1100,1430339400,9242,1610
1101,1430425800,7951,1070
1102,1430512200,6521,1121
1103,1430598600,5569,1641
1104,1430685000,5480,1708
1105,1430771400,5625,1659
1106,1430857800,5960,1693
1107,1430944200,7555,1588
1108,1431030600,280,41
1109,1431238500,3821,1414
1110,1431289800,5473,1745
1111,1431376200,5442,1727
1112,1431462600,6455,1745
1113,1431549000,8828,1769
1114,1431635400,7501,1119
1115,1431721800,6335,1066
1116,1431808200,351,162
1117,1431967500,582,215
1118,1431981000,4545,1365
1119,1432067400,5212,1397
1120,1432153800,7067,1289
1121,1432240200,5358,907
1122,1432326600,4870,1309
1123,1432413000,4763,1357
1124,1432499400,5196,1556
1125,1432585800,5155,1541
1126,1432672200,5174,1480
1127,1432758600,7281,1346
1128,1432845000,4926,1050
1129,1432931400,5112,1480
1130,1433017800,5127,1428
1131,1433104200,5453,1476
1132,1433190600,7376,1563
1133,1433277000,6863,1186
1134,1433363400,7302,944
1135,1433449800,6098,928
1136,1433536200,5440,1481
1137,1433622600,5311,1553
1138,1433709000,5423,1576
1139,1433795400,5751,1749
1140,1433881800,5657,1620
1141,1433968200,7155,1300
1142,1434054600,5535,943
1143,1434141000,5326,1522
1144,1434227400,5213,1495
1145,1434313800,5706,1451
1146,1434400200,5735,1429
1147,1434486600,6279,1490
1148,1434573000,6415,1426
1149,1434659400,3754,1087
1150,1434745800,4746,1408
1151,1434832200,4520,1428
1152,1434918600,4765,1450
1153,1435005000,4694,1414
1154,1435091400,4926,1414
1155,1435177800,7263,1359
1156,1435264200,4430,1072
1157,1435350600,5075,1526
1158,1435437000,5259,1404
1159,1435523400,5067,1634
1160,1435609800,5081,1706
1161,1435696200,5218,1638
1162,1435782600,7363,1600
1163,1435869000,4421,1130
1164,1435955400,5122,1666
1165,1436041800,5274,1716
1166,1436128200,4283,1295
1167,1436214600,6452,1423
1168,1436301000,3707,1053
1169,1436387400,2656,857
1170,1436483700,3728,1151
1171,1436560200,4972,1601
1172,1436646600,5046,1621
1173,1436819400,4493,1429
1174,1436905800,5798,1586
1175,1437078600,7009,899
1176,1437165000,7707,693
1177,1437251400,6140,1028
1178,1437337800,5582,1404
1179,1437424200,5505,1634
1180,1437510600,5741,1598
1181,1437597000,7656,1521
1182,1437683400,5873,1250
1183,1437769800,5618,1573
1184,1437856200,5762,1736
1185,1437942600,5803,1868
1186,1438029000,5939,1428
1187,1438115400,6017,1558
1188,1438201800,8642,1385
1189,1438288200,6363,1132
1190,1438374600,5510,1389
1191,1438461000,5624,1564
1192,1438547400,5689,1539
1193,1438633800,5854,1617
1194,1438720200,6124,1550
1195,1438806600,8588,1502
1196,1438893000,6374,1072
1197,1438979400,5747,1415
1198,1439065800,5785,1500
1199,1439152200,7029,1543
1200,1439238600,5806,1128
1201,1439325000,6013,1533
1202,1439411400,8213,1313
1203,1439497800,6251,1081
1204,1439584200,5764,1520
1205,1439670600,5877,1547
1206,1439759700,5600,1483
1207,1439844300,5853,1594
1208,1439929800,6025,1406
1209,1440016200,8870,1364
1210,1440102600,6183,1137
1211,1440189000,5887,1388
1212,1440275400,6036,1417
1213,1440361800,6077,1437
1214,1440448200,5932,1496
1215,1440534600,6299,1322
1216,1440621000,8758,1275
1217,1440707400,6311,1012
1218,1440793800,5726,1401
1219,1440880200,5852,1417
1220,1440966600,5954,1415
1221,1441053000,6047,1399
1222,1441139400,6452,1422
1223,1441225800,9190,1259
1224,1441312200,6859,1034
1225,1441398600,6135,1384
1226,1441485000,6353,1396
1227,1441571400,6158,1431
1228,1441657800,6102,1393
1229,1441744200,6527,1411
1230,1441830600,8730,1181
1231,1441917000,6821,995
1232,1442003400,6171,1333
1233,1442089800,6242,1413
1234,1442176200,6131,1404
1235,1442262600,6406,1323
1236,1442349000,6813,1431
1237,1442435400,8996,1258
1238,1442521800,7098,1019
1239,1442608200,6445,1481
1240,1442694600,6305,1514
1241,1442781000,6494,1436
1242,1442868300,6309,1271
1243,1442953800,7537,1047
1244,1443040200,8576,710
1245,1443126600,6231,899
1246,1443213000,5567,1328
1247,1443299400,5614,1320
1248,1443385800,5458,1226
1249,1443472200,5416,1368
1250,1443558600,5793,1287
1251,1443645000,7708,1221
1252,1443731400,5865,954
1253,1443817800,5491,1435
1254,1443904200,5471,1447
1255,1443990600,5407,1438
1256,1444077000,5620,1419
1257,1444163400,6104,1447
1258,1444249800,8534,1377
1259,1444336200,5836,1088
1260,1444422600,5656,1471
1261,1444509000,5565,1520
1262,1444595400,5683,1395
1263,1444681800,5805,1548
1264,1444768200,5929,1516
1265,1444854600,7725,1382
1266,1444941000,5239,1018
1267,1445027400,5403,1550
1268,1445113800,5060,1503
1269,1445200200,5495,1641
1270,1445286600,5551,1543
1271,1445373000,7307,1370
1272,1445459400,11198,907
1273,1445545800,8149,272
1274,1445632200,5217,545
1275,1445718600,4953,1582
1276,1445805000,5549,1596
1277,1445891400,5474,1547
1278,1445977800,5743,1303
1279,1446064200,7010,1408
1280,1446150600,4880,1084
1281,1446237000,5027,1365
1282,1446323400,5244,1423
1283,1446409800,5187,1454
1284,1446496200,5193,1474
1285,1446582600,5676,1511
1286,1446669000,7690,1451
1287,1446755400,5269,1163
1288,1446841800,5073,1458
1289,1446928200,5000,1525
1290,1447014600,5181,1559
1291,1447101000,5272,1614
1292,1447187400,5582,1483
1293,1447273800,7469,1458
1294,1447360200,5255,1142
1295,1447446600,5143,1530
1296,1447533000,5127,1460
1297,1447619400,4730,1381
1298,1447705800,5242,1575
1299,1447792200,5478,1624
1300,1447878600,7269,1356
1301,1447965000,5206,1106
1302,1448051400,5071,1330
1303,1448137800,5082,1266
1304,1448224200,5128,1260
1305,1448310600,5167,1307
1306,1448397000,5357,1397
1307,1448483400,6752,1343
1308,1448569800,4845,1064
1309,1448656200,5067,1276
1310,1448742600,5153,1474
1311,1448829000,5218,1505
1312,1448915400,7579,1345
1313,1449001800,5737,790
1314,1449088200,5906,1335
1315,1449174600,5275,1047
1316,1449261000,4829,1328
1317,1449347400,5172,1367
1318,1449433800,5328,1232
1319,1449520200,5919,1398
1320,1449606600,8728,1359
1321,1449693000,8047,837
1322,1449779400,5165,874
1323,1449865800,4800,944
1324,1449952200,5047,1318
1325,1450038600,5156,1282
1326,1450125000,4983,1343
1327,1450211400,5363,1511
1328,1450297800,6477,1304
1329,1450384200,4900,1101
1330,1450470600,5058,1339
1331,1450557000,4768,1302
1332,1450643400,5133,1141
1333,1450729800,5469,1510
1334,1450816200,5291,1380
1335,1450902600,5454,1010
1336,1450989000,4126,941
1337,1451075400,4906,1300
1338,1451161800,4991,1331
1339,1451248200,6310,1213
1340,1451334600,4927,1227
1341,1451421000,5264,1358
1342,1451507400,6603,1181
1343,1451593800,4972,918
1344,1451680200,4966,1487
1345,1451766600,5148,1441
1346,1451853000,5117,1458
1347,1451939400,4616,1477
1348,1452025800,5446,1528
1349,1452112200,6948,1364
1350,1452198600,4915,1194
1351,1452285000,5130,1428
1352,1452371400,5072,1488
1353,1452457800,5113,1449
1354,1452544200,5219,1559
1355,1452630600,5594,1302
1356,1452717000,7086,1234
1357,1452803400,5425,1114
1358,1452889800,4900,1483
1359,1452976200,5110,1507
1360,1453062600,5213,1406
1361,1453149000,5127,1454
1362,1453235400,5538,1370
1363,1453321800,7287,1301
1364,1453408200,5669,1112
1365,1453494600,4960,1405
1366,1453581000,5123,1401
1367,1453667400,5179,1577
1368,1453753800,5136,1504
1369,1453840200,5569,1509
1370,1453926600,7234,1162
1371,1454013000,5368,865
1372,1454099400,4849,1410
1373,1454185800,4644,1259
1374,1454272200,5102,1457
1375,1454358600,5326,1640
1376,1454445000,5528,1576
1377,1454531400,7322,1466
1378,1454617800,5703,1329
1379,1454704200,5231,1558
1380,1454790600,5094,1450
1381,1454877000,5139,1630
1382,1454963400,5323,1647
1383,1455049800,6999,1596
1384,1455136200,7362,1169
1385,1455222600,5482,1108
1386,1455309000,5141,1635
1387,1455395400,5204,1683
1388,1455481800,5141,1622
1389,1455568200,5368,1739
1390,1455654600,5873,1740
1391,1455741000,7291,1592
1392,1455827400,5521,1298
1393,1455913800,5315,1378
1394,1456000200,5215,1747
1395,1456086600,5408,1628
1396,1456173000,5546,1610
1397,1456259400,5939,1631
1398,1456345800,7762,1506
1399,1456432200,5530,1226
1400,1456518600,5119,1691
1401,1456605000,5533,1781
1402,1456691400,5372,1882
1403,1456777800,5553,1923
1404,1456864200,5850,1841
1405,1456950600,7471,1624
1406,1457037000,5423,1450
1407,1457123400,5462,1914
1408,1457209800,5521,1856
1409,1457296200,5520,1855
1410,1457382600,5633,1909
1411,1457469000,6281,1877
1412,1457555400,7610,1673
1413,1457641800,5554,1520
1414,1457728200,6874,1986
1415,1457814600,5804,1647
1416,1457901000,6171,1854
1417,1457987400,6663,1614
1418,1458073800,7287,1461
1419,1458160200,9572,983
1420,1458246600,9829,661
1421,1458333000,7677,362
1422,1458419400,9252,304
1423,1458509400,9132,422
1424,1458592200,8409,482
1425,1458678600,8080,491
1426,1458765000,9493,644
1427,1458851400,8560,563
1428,1458937800,7890,906
1429,1459024200,7437,963
1430,1459110600,7759,903
1431,1459197000,7628,839
1432,1459283400,8272,671
1433,1459369800,10409,372
1434,1459456200,8090,311
1435,1459542600,5681,1145
1436,1459629000,5525,1480
1437,1459715400,5430,1441
1438,1459801800,5334,1420
1439,1459888200,5602,1442
1440,1459974600,7207,1401
1441,1460061000,5650,1138
1442,1460147400,5456,1616
1443,1460233800,5325,1530
1444,1460320200,5250,1594
1445,1460406600,5197,1594
1446,1460493000,5511,1485
1447,1460579400,7521,1480
1448,1460665800,4945,1251
1449,1460752200,5255,1632
1450,1460838600,5187,1787
1451,1460925000,5570,1622
1452,1461011400,5559,1691
1453,1461097800,7388,1670
1454,1461184200,8945,1210
1455,1461270600,6005,1164
1456,1461357000,5394,1721
1457,1461443400,5346,1672
1458,1461529800,5394,1610
1459,1461616200,5632,1538
1460,1461702600,6205,1593
1461,1461789000,7935,1235
1462,1461875400,5910,1042
1463,1461961800,5521,1678
1464,1462048200,5564,1819
1465,1462134600,5524,1614
1466,1462221000,5668,1635
1467,1462307400,7308,1442
1468,1462393800,8430,1105
1469,1462480200,6139,1091
1470,1462566600,5413,1693
1471,1462653000,5367,1708
1472,1462739400,5623,1658
1473,1462825800,5314,1727
1474,1462912200,5657,1535
1475,1462998600,7323,1417
1476,1463085000,5423,1170
1477,1463171400,5305,1681
1478,1463257800,5365,1588
1479,1463344200,5368,1563
1480,1463430600,5515,1658
1481,1463517000,115,37
1482,1463729100,3229,572
1483,1463776200,6941,1341
1484,1463862600,5227,949
1485,1463949000,5973,1306
1486,1464035400,5690,1363
1487,1464121800,6225,1436
1488,1464208200,7743,1313
1489,1464294600,5522,1078
1490,1464381000,5720,1368
1491,1464467400,5681,1639
1492,1464553800,5925,1810
1493,1464643800,6083,1652
1494,1464726600,6345,1340
1495,1464813000,9423,1463
1496,1464899400,8408,1170
1497,1464985800,6202,1350
1498,1465072200,6583,1695
1499,1465158600,6390,1777
1500,1465245000,5258,1730
1501,1465331400,5652,1780
1502,1465417800,6066,1506
1503,1465504200,4318,1370
1504,1465590600,5468,1693
1505,1465677000,5615,1685
1506,1465763400,5297,1723
1507,1465849800,5556,1525
1508,1465936200,5496,1571
1509,1466022600,7410,1236
1510,1466109000,4837,1111
1511,1466195400,5189,1601
1512,1466281800,5293,1544
1513,1466368200,5867,1552
1514,1466454600,5350,1437
1515,1466541000,5206,1597
1516,1466627400,6757,1447
1517,1466713800,4295,1107
1518,1466800200,3306,963
1519,1466886600,6595,1356
1520,1466973000,3880,1030
1521,1467059400,5595,1455
1522,1467145800,5399,1455
1523,1467232200,6827,1329
1524,1467318600,5017,1060
1525,1467405000,5390,1699
1526,1467491400,5164,1624
1527,1467577800,5739,1630
1528,1467664200,9113,1384
1529,1467750600,8746,692
1530,1467837000,7254,884
1531,1467923400,7630,1079
1532,1468009800,6880,1468
1533,1468096200,6142,1617
1534,1468182600,6401,1528
1535,1468269000,6215,1667
1536,1468355400,6178,1309
1537,1468441800,9322,1231
1538,1468528200,5505,1045
1539,1468614600,5597,1399
1540,1468701000,5712,1428
1541,1468821300,4155,982
1542,1468873800,5890,1349
1543,1468960200,5243,1348
1544,1469046600,8461,1225
1545,1469133000,5815,913
1546,1469219400,6223,1225
1547,1469305800,5437,806
1548,1469392200,5607,1029
1549,1469478600,6116,1230
1550,1469565000,7229,1397
1551,1469651400,10399,1115
1552,1469737800,8159,912
1553,1469824200,6377,1002
1554,1469910600,5990,1083
1555,1469997000,5872,1156
1556,1470083400,5886,1146
1557,1470169800,6174,1421
1558,1470256200,8099,1023
1559,1470342600,5856,980
1560,1470429000,5733,1427
1561,1470515400,5327,1539
1562,1470601800,5372,1492
1563,1470688200,5493,1551
1564,1470774600,5799,1458
1565,1470861000,7637,1201
1566,1470947400,5364,727
1567,1471033800,4899,1247
1568,1471120200,4672,1233
1569,1471206600,5970,1237
1570,1471293000,5598,1471
1571,1471379400,6041,1428
1572,1471465800,8300,1282
1573,1471552200,5820,1135
1574,1471638600,5581,1540
1575,1471725000,6414,1374
1576,1471811400,6180,1498
1577,1471897800,6564,1471
1578,1471984200,6672,1411
1579,1472070600,9124,1360
1580,1472157000,6426,1072
1581,1472243400,5877,1520
1582,1472329800,6089,1459
1583,1472416200,5830,1526
1584,1472502600,5576,1521
1585,1472589000,6161,1574
1586,1472675400,8085,1323
1587,1472761800,6660,1122
1588,1472848200,5882,1541
1589,1472934600,5959,1473
1590,1473021000,6240,1486
1591,1473107400,6100,1612
1592,1473193800,6776,1585
1593,1473280200,9191,1444
1594,1473366600,6239,1140
1595,1473453000,6640,1302
1596,1473539400,7596,1378
1597,1473625800,6182,1027
1598,1473712200,6153,1382
1599,1473798600,6412,1539
1600,1473885000,8395,1319
1601,1473971400,6066,1058
1602,1474057800,6715,1402
1603,1474144200,6777,1171
1604,1474230600,7778,1145
1605,1474317000,5724,840
1606,1474403700,5372,972
1607,1474489800,7269,1071
1608,1474576200,6099,772
1609,1474662600,5474,1255
1610,1474749000,5472,1060
1611,1474835400,5524,1428
1612,1474921800,5656,1129
1613,1475008200,6032,1173
1614,1475094600,7841,932
1615,1475181000,6406,1092
1616,1475267400,6280,1382
1617,1475353800,5894,1319
1618,1475440200,6588,1537
1619,1475526600,6026,1535
1620,1475613000,6059,1667
1621,1475699400,7693,1472
1622,1475785800,5129,1195
1623,1475872200,5662,1508
1624,1475958600,6166,1299
1625,1476045000,12193,794
1626,1476131400,11020,289
1627,1476217800,5362,395
1628,1476304200,5687,1221
1629,1476390600,5941,1294
1630,1476477000,6424,1399
1631,1476563400,5516,1418
1632,1476649800,4627,1360
1633,1476736200,4315,1355
1634,1476822600,4559,1375
1635,1476909000,4539,1125
1636,1476995400,3585,928
1637,1477081800,3542,1143
1638,1477168200,3431,1163
1639,1477254600,3119,1046
1640,1477341000,1223,288
1641,1477548600,1814,321
1642,1477600200,5537,939
1643,1477686600,5187,1357
1644,1477773000,5169,1356
1645,1477859400,5288,1411
1646,1477945800,5354,1352
1647,1478032200,5667,1285
1648,1478118600,6996,1210
1649,1478205000,5805,982
1650,1478291400,5191,1451
1651,1478377800,5241,1349
1652,1478464200,5243,1362
1653,1478550600,4891,1319
1654,1478637000,5572,1355
1655,1478723400,7174,1295
1656,1478809800,5514,995
1657,1478896200,4975,1407
1658,1478982600,5141,1537
1659,1479069000,4913,1446
1660,1479155400,5023,1392
1661,1479241800,5642,1444
1662,1479328200,7461,1418
1663,1479414600,3831,724
1664,1479501000,7020,1261
1665,1479587400,5874,918
1666,1479673800,5342,1710
1667,1479760200,5622,1803
1668,1479846600,5717,1517
1669,1479933000,6135,1399
1670,1480019400,5041,1182
1671,1480105800,5751,1630
1672,1480192200,8496,1403
1673,1480278600,6543,1046
1674,1480365000,6602,1506
1675,1480451400,5699,1257
1676,1480537800,6000,1417
1677,1480624200,5278,1189
1678,1480710600,5366,1735
1679,1480797000,5553,1734
1680,1480883400,5567,1690
1681,1480969800,5357,1602
1682,1481056200,5736,1734
1683,1481142600,7247,1677
1684,1481229000,5340,1475
1685,1481315400,5330,1721
1686,1481401800,5313,1683
1687,1481488200,5547,1760
1688,1481574600,5486,1840
1689,1481661000,6526,1766
1690,1481747400,8253,1505
1691,1481833800,6819,1248
1692,1481920200,5900,1264
1693,1482006600,5395,1655
1694,1482093000,5414,1604
1695,1482179400,5367,1361
1696,1482265800,5336,1508
1697,1482352200,7047,1414
1698,1482438600,5279,1208
1699,1482525000,5270,1542
1700,1482611400,5298,1441
1701,1482697800,5133,1452
1702,1482784200,5601,1573
1703,1482870600,5767,1499
1704,1482957000,7912,1474
1705,1483043400,5660,1171
1706,1483129800,5495,1561
1707,1483216200,5094,1446
1708,1483302600,5361,1404
1709,1483389000,5259,1446
1710,1483475400,5796,1552
1711,1483561800,7840,1464
1712,1483648200,5211,1213
1713,1483734600,5538,1590
1714,1483821000,5590,1414
1715,1483907400,5742,1496
1716,1483993800,4684,1395
1717,1484080200,4994,1213
1718,1484166600,5298,709
1719,1484253000,2843,364
1720,1484339400,2172,308
1721,1484425800,2079,272
1722,1484512200,2079,267
1723,1484598900,1525,262
1724,1484685000,2489,343
1725,1484771400,3522,277
1726,1484857800,2172,166
1727,1484944200,2101,298
1728,1485030600,2237,298
1729,1485117000,2110,280
1730,1485203400,2114,294
1731,1485289800,1594,222
1732,1485376200,1365,142
1733,1485474300,282,19
1734,1485582900,4038,896
1735,1485635400,5614,973
1736,1485721800,5762,859
1737,1485808200,6180,917
1738,1485894600,6334,930
1739,1485981000,7395,811
1740,1486067400,5324,615
1741,1486153800,5286,907
1742,1486240200,5621,977
1743,1486326600,5717,922
1744,1486413000,5864,908
1745,1486499400,6217,935
1746,1486585800,8185,777
1747,1486672200,5650,653
1748,1486758600,5653,928
1749,1486845000,5578,904
1750,1486931400,5457,937
1751,1487017800,5437,1058
1752,1487104200,6181,1260
1753,1487190600,7836,1041
1754,1487277000,5715,832
1755,1487363400,5057,1191
1756,1487449800,5294,1525
1757,1487536200,4960,1498
1758,1487622600,5417,1737
1759,1487709000,5689,1755
1760,1487795400,6957,1438
1761,1487881800,5284,1263
1762,1487968200,5270,1541
1763,1488054600,5297,1620
1764,1488141000,5438,1763
1765,1488227400,5536,1457
1766,1488313800,7193,1635
1767,1488400200,7327,1327
1768,1488486600,5508,1214
1769,1488573000,5219,1608
1770,1488659400,5565,1669
1771,1488745800,5180,1625
1772,1488832200,5664,1596
1773,1488918600,6200,1716
1774,1489005000,7776,1575
1775,1489091400,5794,1434
1776,1489177800,5522,1958
1777,1489264200,5907,1897
1778,1489350600,6096,1812
1779,1489437000,6962,1770
1780,1489523400,6903,1516
1781,1489609800,8690,1107
1782,1489696200,8016,815
1783,1489782600,8789,705
1784,1489869000,9203,532
1785,1489955400,8213,290
1786,1490041800,10152,303
1787,1490131800,8837,342
1788,1490214600,9349,410
1789,1490301000,8806,431
1790,1490387400,7978,623
1791,1490473800,8060,851
1792,1490560200,8220,848
1793,1490646600,8115,764
1794,1490733000,8440,709
1795,1490819400,9767,713
1796,1490905800,9684,483
1797,1490992200,9432,333
1798,1491078600,8341,329
1799,1491165000,5606,1347
1800,1491251400,5818,1616
1801,1491337800,5745,1551
1802,1491424200,7417,1425
1803,1491510600,6283,1188
1804,1491597000,5569,1754
1805,1491683400,5518,1539
1806,1491769800,6550,1649
1807,1491856200,5568,1338
1808,1491942600,5792,1682
1809,1492029000,7456,1582
1810,1492115400,6238,1285
1811,1492201800,5337,1751
1812,1492288200,5376,1726
1813,1492374600,5544,1543
1814,1492461000,5439,1661
1815,1492547400,5889,1554
1816,1492633800,8353,1466
1817,1492720200,6062,1226
1818,1492806600,5324,1560
1819,1492893000,5207,1265
1820,1492979400,6834,1634
1821,1493065800,5802,1249
1822,1493152200,6006,1601
1823,1493238600,8317,1394
1824,1493325000,6692,1082
1825,1493411400,5539,1745
1826,1493497800,5395,1563
1827,1493584200,5443,1491
1828,1493670600,5673,1668
1829,1493757000,5853,1617
1830,1493843400,8553,1425
1831,1493929800,6110,1177
1832,1494016200,5565,1735
1833,1494102600,5511,1708
1834,1494189000,5388,1607
1835,1494275400,5419,1374
1836,1494361800,2679,259
1837,1494448200,7507,1094
1838,1494534600,3322,421
1839,1494621000,2415,477
1840,1494707400,2340,345
1841,1494793800,4885,1407
1842,1494880200,4190,1151
1843,1494966600,4767,1119
1844,1495053000,7041,867
1845,1495139400,6376,947
1846,1495225800,2581,602
1847,1495312200,5353,1469
1848,1495398600,5584,1627
1849,1495485000,5876,1647
1850,1495571400,6457,1573
1851,1495657800,8362,1333
1852,1495744200,6224,1177
1853,1495830600,5211,1620
1854,1495917000,4877,1578
1855,1496003400,5210,1694
1856,1496089800,5051,1597
1857,1496176200,5325,1607
1858,1496262600,7592,1547
1859,1496349000,4398,1166
1860,1496435400,6139,1467
1861,1496521800,5859,1223
1862,1496608200,5149,1149
1863,1496694600,5353,1611
1864,1496781000,5338,1460
1865,1496867400,7152,1408
1866,1496953800,4434,1199
1867,1497040200,5500,1581
1868,1497126600,5336,1590
1869,1497213000,5610,1544
1870,1497299400,5404,1633
1871,1497385800,5130,1583
1872,1497472200,7780,1398
1873,1497558600,4223,1091
1874,1497645000,5049,1558
1875,1497731400,4830,1516
1876,1497817800,5382,1542
1877,1497904200,5309,1487
1878,1497990600,5697,1451
1879,1498077000,4054,900
1880,1498225752,1372,310
1881,1498249800,5780,1347
1882,1498336200,8777,1151
1883,1498422600,9628,798
1884,1498509000,5725,957
1885,1498595400,6272,1424
1886,1498681800,8132,1442
1887,1498768200,6581,1165
1888,1498854600,5985,1645
1889,1498941000,5593,1485
1890,1499027400,5899,1657
1891,1499113800,5846,1585
1892,1499200200,6063,1584
1893,1499286600,8802,1597
1894,1499373000,5945,1177
1895,1499459400,5679,1725
1896,1499545800,5673,1569
1897,1499632200,5854,1647
1898,1499718600,5680,1498
1899,1499805000,5960,1436
1900,1499891400,8668,1393
1901,1499977800,5808,1157
1902,1500064200,5724,1577
1903,1500150600,5962,1695
1904,1500237000,6048,1697
1905,1500323400,6111,1654
1906,1500409800,8231,1634
1907,1500496200,8686,1097
1908,1500582600,6387,1019
1909,1500669000,6173,1617
1910,1500755400,5982,1543
1911,1500841800,5804,1451
1912,1500928200,6013,1454
1913,1501014600,6225,1468
1914,1501101000,8964,1337
1915,1501187400,6117,952
1916,1501273800,5950,1475
1917,1501360200,5932,1455
1918,1501446600,6207,1719
1919,1501533000,6088,1505
1920,1501619400,6309,1266
1921,1501705800,8996,1393
1922,1501792200,6513,1186
1923,1501878600,5528,1530
1924,1501965000,5869,1407
1925,1502051400,5913,1450
1926,1502137800,6095,1561
1927,1502224200,6641,1503
1928,1502314200,8908,1404
1929,1502397000,6495,1083
1930,1502483400,5910,1523
1931,1502569800,6048,1604
1932,1502656200,6116,1548
1933,1502742600,6104,1519
1934,1502829000,6272,1409
1935,1502915400,9183,1287
1936,1503001800,6347,1122
1937,1503088200,5921,1600
1938,1503174600,5613,1329
1939,1503261000,6195,1557
1940,1503347400,6079,1422
1941,1503433800,6685,1381
1942,1503520200,8875,1369
1943,1503606600,6591,1047
1944,1503693000,6205,1517
1945,1503779400,6313,1429
1946,1503865800,6293,1477
1947,1503952200,6590,1644
1948,1504038600,6982,1459
1949,1504125000,9159,1226
1950,1504211400,6642,935
1951,1504297800,5729,1208
1952,1504384200,5783,1432
1953,1504470600,6040,1570
1954,1504557000,5013,1119
1955,1504643400,5406,863
1956,1504729800,8765,1042
1957,1504816200,6049,536
1958,1504902600,7266,1021
1959,1504989000,7049,1601
1960,1505075400,6730,1599
1961,1505161800,5680,1165
1962,1505248200,5398,1035
1963,1505334600,8949,1296
1964,1505421000,7487,1125
1965,1505507400,6697,1507
1966,1505593800,4918,967
1967,1505680200,2938,289
1968,1505766600,4294,698
1969,1505853000,6893,1525
1970,1505939400,7368,821
1971,1506026100,5071,919
1972,1506112200,3528,826
1973,1506198600,2845,329
1974,1506285000,3968,903
1975,1506371400,5158,1208
1976,1506457800,4814,547
1977,1506544200,8713,830
1978,1506630600,7990,372
1979,1506717000,3278,78
1980,1506803400,2853,172
1981,1506889800,2608,624
1982,1507038013,1549,532
1983,1507062600,5059,1300
1984,1507149000,7650,1481
1985,1507235400,5322,1111
1986,1507321800,5532,1482
1987,1507408200,5709,1242
1988,1507494600,5681,995
1989,1507581000,5794,1077
1990,1507667400,6255,1198
1991,1507753800,6662,1021
1992,1507840200,7957,904
1993,1507926600,5747,913
1994,1508013000,5454,1013
1995,1508099400,5934,1088
1996,1508185800,5716,1097
1997,1508272200,6175,1162
1998,1508358600,6326,1068
1999,1508445000,8441,916
2000,1508531400,5775,1059
2001,1508617800,5608,872
2002,1508704200,5276,914
2003,1508790600,5948,1039
2004,1508877000,6257,1121
2005,1508963400,6665,1025
2006,1509049800,8343,830
2007,1509136200,5902,946
2008,1509222600,5961,979
2009,1509309000,5917,1041
2010,1509395400,5833,1120
2011,1509481800,6610,1087
2012,1509568200,6903,1062
2013,1509654600,8252,852
2014,1509741000,5906,1006
2015,1509827400,5775,932
2016,1509913800,5707,1094
2017,1510000200,6094,1154
2018,1510086600,6559,1161
2019,1510173000,4273,804
2020,1510259400,3803,549
2021,1510345800,4237,830
2022,1510432200,3200,510
2023,1510518600,2745,430
2024,1510605000,3948,588
2025,1510691400,5314,724
2026,1510777800,7779,743
2027,1510864200,3248,314
2028,1510950600,4595,849
2029,1511037000,5078,956
2030,1511123400,4384,985
2031,1511209800,3524,719
2032,1511296200,3906,776
2033,1511382600,5042,664
2034,1511469000,3455,533
2035,1511555400,4201,918
2036,1511641800,3788,615
2037,1511728200,2923,352
2038,1511814600,3519,586
2039,1511901000,3808,641
2040,1511987400,4521,408
2041,1512073800,2813,369
2042,1512160200,3930,772
2043,1512246600,4552,957
2044,1512333000,4608,936
2045,1512419400,6287,969
2046,1512505800,5406,735
2047,1512592200,6246,880
2048,1512678600,5181,720
2049,1512765000,4987,1150
2050,1512851400,4537,1054
2051,1512937800,4525,1122
2052,1513024200,2169,313
2053,1513110600,4811,1111
2054,1513197000,5478,883
2055,1513283400,3775,631
2056,1513369800,4195,1090
2057,1513456200,4645,1174
2058,1513542600,4886,1152
2059,1513629000,4203,885
2060,1513715400,5179,985
2061,1513801800,7385,778
2062,1513888200,4480,780
2063,1513974600,4450,1061
2064,1514061000,3757,676
2065,1514147400,2609,480
2066,1514233800,2853,597
2067,1514320200,3567,590
2068,1514406600,4316,526
2069,1514493000,2005,416
2070,1514579400,3169,637
2071,1514665800,3705,809
2072,1514752200,3232,683
2073,1514838600,4763,1210
2074,1514925000,3873,786
2075,1515011400,7233,1086
2076,1515097800,4562,744
2077,1515184200,4377,1139
2078,1515270600,3526,691
2079,1515357000,3908,864
2080,1515443400,4316,985
2081,1515529800,2815,419
2082,1515616200,7350,1175
2083,1515702600,4690,834
2084,1515789000,3965,883
2085,1515875400,3537,655
2086,1515961800,3385,701
2087,1516048200,3302,818
2088,1516134600,4044,793
2089,1516221000,4622,454
2090,1516307400,3111,449
2091,1516393800,2205,383
2092,1516480200,1634,239
2093,1516566600,2732,543
2094,1516653000,3393,627
2095,1516739400,4081,765
2096,1516825800,7070,936
2097,1516912200,3726,462
2098,1516998600,3777,844
2099,1517085000,3430,710
2100,1517171400,2578,565
2101,1517257800,3360,775
2102,1517344200,2327,287
2103,1517430600,3804,282
2104,1517517000,5376,1046
2105,1517603400,4396,1090
2106,1517689800,4599,1158
2107,1517776200,4567,1164
2108,1517862600,5009,1296
2109,1517949000,5708,1267
2110,1518035400,7437,1015
2111,1518121800,4201,544
2112,1518208200,4133,762
2113,1518294600,4104,661
2114,1518381000,4146,897
2115,1518467400,4043,1118
